threshold_distribution,population_density,k_cap_mean,k_cap_sd,network_replicate,contagion_replicate,final_infected_fraction,time_to_majority,reached_majority_spread,max_slope
uniform_min_1_over_k,0.0031622776601683794,50,25.0,33,45,0.73,14.0,True,0.04600000000000001
uniform,0.0031622776601683794,50,25.0,33,46,0.489,,False,0.058
uniform_min_1_over_k,0.0031622776601683794,50,25.0,33,46,0.763,9.0,True,0.06200000000000001
uniform,0.0031622776601683794,50,25.0,33,47,0.642,28.0,True,0.046999999999999986
uniform_min_1_over_k,0.0031622776601683794,50,25.0,33,47,0.551,26.0,True,0.047999999999999994
uniform,0.0031622776601683794,50,25.0,33,48,0.547,20.0,True,0.04899999999999999
uniform_min_1_over_k,0.0031622776601683794,50,25.0,33,48,0.943,11.0,True,0.062000000000000055
uniform,0.0031622776601683794,50,25.0,33,49,0.739,15.0,True,0.03999999999999998
uniform_min_1_over_k,0.0031622776601683794,50,25.0,33,49,0.512,23.0,True,0.047
uniform,0.0031622776601683794,50,25.0,34,0,0.551,13.0,True,0.048999999999999995
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,0,0.82,18.0,True,0.04899999999999999
uniform,0.0031622776601683794,50,25.0,34,1,0.879,10.0,True,0.05199999999999999
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,1,0.548,28.0,True,0.04300000000000001
uniform,0.0031622776601683794,50,25.0,34,2,0.766,10.0,True,0.05499999999999999
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,2,0.785,18.0,True,0.038000000000000006
uniform,0.0031622776601683794,50,25.0,34,3,0.655,14.0,True,0.044999999999999984
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,3,0.677,12.0,True,0.063
uniform,0.0031622776601683794,50,25.0,34,4,0.558,18.0,True,0.053
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,4,0.24,,False,0.024
uniform,0.0031622776601683794,50,25.0,34,5,0.344,,False,0.047000000000000014
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,5,0.72,17.0,True,0.046
uniform,0.0031622776601683794,50,25.0,34,6,0.868,15.0,True,0.051000000000000004
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,6,0.719,13.0,True,0.04600000000000001
uniform,0.0031622776601683794,50,25.0,34,7,0.821,17.0,True,0.037000000000000005
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,7,0.459,,False,0.032
uniform,0.0031622776601683794,50,25.0,34,8,0.533,16.0,True,0.04600000000000001
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,8,0.335,,False,0.040999999999999995
uniform,0.0031622776601683794,50,25.0,34,9,0.425,,False,0.043
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,9,0.307,,False,0.032000000000000015
uniform,0.0031622776601683794,50,25.0,34,10,0.372,,False,0.038000000000000006
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,10,0.592,16.0,True,0.03799999999999998
uniform,0.0031622776601683794,50,25.0,34,11,0.626,8.0,True,0.068
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,11,0.707,17.0,True,0.05499999999999999
uniform,0.0031622776601683794,50,25.0,34,12,0.864,10.0,True,0.06
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,12,0.338,,False,0.035
uniform,0.0031622776601683794,50,25.0,34,13,0.626,13.0,True,0.059
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,13,0.639,18.0,True,0.03900000000000001
uniform,0.0031622776601683794,50,25.0,34,14,0.423,,False,0.039999999999999994
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,14,0.531,14.0,True,0.05300000000000005
uniform,0.0031622776601683794,50,25.0,34,15,0.607,11.0,True,0.05299999999999999
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,15,0.912,10.0,True,0.060000000000000026
uniform,0.0031622776601683794,50,25.0,34,16,0.593,23.0,True,0.059
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,16,0.733,11.0,True,0.056999999999999995
uniform,0.0031622776601683794,50,25.0,34,17,0.687,12.0,True,0.049000000000000016
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,17,0.568,25.0,True,0.027999999999999997
uniform,0.0031622776601683794,50,25.0,34,18,0.651,14.0,True,0.048000000000000015
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,18,0.566,30.0,True,0.04899999999999999
uniform,0.0031622776601683794,50,25.0,34,19,0.822,11.0,True,0.054000000000000006
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,19,0.621,16.0,True,0.051000000000000004
uniform,0.0031622776601683794,50,25.0,34,20,0.827,14.0,True,0.04999999999999999
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,20,0.767,11.0,True,0.05099999999999999
uniform,0.0031622776601683794,50,25.0,34,21,0.714,18.0,True,0.044999999999999984
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,21,0.913,14.0,True,0.040999999999999995
uniform,0.0031622776601683794,50,25.0,34,22,0.803,12.0,True,0.05499999999999999
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,22,0.91,8.0,True,0.067
uniform,0.0031622776601683794,50,25.0,34,23,0.756,11.0,True,0.058000000000000024
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,23,0.594,13.0,True,0.049999999999999996
uniform,0.0031622776601683794,50,25.0,34,24,0.817,11.0,True,0.04899999999999999
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,24,0.455,,False,0.037000000000000005
uniform,0.0031622776601683794,50,25.0,34,25,0.503,34.0,True,0.03699999999999998
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,25,0.421,,False,0.04100000000000001
uniform,0.0031622776601683794,50,25.0,34,26,0.127,,False,0.020999999999999998
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,26,0.284,,False,0.035
uniform,0.0031622776601683794,50,25.0,34,27,0.605,13.0,True,0.049000000000000016
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,27,0.258,,False,0.019000000000000003
uniform,0.0031622776601683794,50,25.0,34,28,0.373,,False,0.042
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,28,0.606,24.0,True,0.030000000000000027
uniform,0.0031622776601683794,50,25.0,34,29,0.536,47.0,True,0.037000000000000005
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,29,0.143,,False,0.027999999999999997
uniform,0.0031622776601683794,50,25.0,34,30,0.88,12.0,True,0.05600000000000001
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,30,0.869,9.0,True,0.062
uniform,0.0031622776601683794,50,25.0,34,31,0.512,20.0,True,0.05399999999999999
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,31,0.953,9.0,True,0.07600000000000001
uniform,0.0031622776601683794,50,25.0,34,32,0.755,17.0,True,0.037000000000000005
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,32,0.639,10.0,True,0.05800000000000001
uniform,0.0031622776601683794,50,25.0,34,33,0.316,,False,0.036000000000000004
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,33,0.619,21.0,True,0.045
uniform,0.0031622776601683794,50,25.0,34,34,0.531,21.0,True,0.046
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,34,0.624,13.0,True,0.05000000000000002
uniform,0.0031622776601683794,50,25.0,34,35,0.873,25.0,True,0.052000000000000005
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,35,0.365,,False,0.026999999999999996
uniform,0.0031622776601683794,50,25.0,34,36,0.709,11.0,True,0.062
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,36,0.562,21.0,True,0.041999999999999996
uniform,0.0031622776601683794,50,25.0,34,37,0.84,11.0,True,0.051
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,37,0.764,12.0,True,0.055999999999999994
uniform,0.0031622776601683794,50,25.0,34,38,0.845,12.0,True,0.04999999999999999
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,38,0.652,15.0,True,0.056999999999999995
uniform,0.0031622776601683794,50,25.0,34,39,0.599,10.0,True,0.07100000000000001
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,39,0.688,10.0,True,0.06100000000000001
uniform,0.0031622776601683794,50,25.0,34,40,0.79,21.0,True,0.046000000000000006
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,40,0.634,12.0,True,0.048000000000000015
uniform,0.0031622776601683794,50,25.0,34,41,0.362,,False,0.043
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,41,0.686,14.0,True,0.06400000000000003
uniform,0.0031622776601683794,50,25.0,34,42,0.796,13.0,True,0.054
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,42,0.762,11.0,True,0.046999999999999986
uniform,0.0031622776601683794,50,25.0,34,43,0.654,24.0,True,0.052000000000000005
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,43,0.75,16.0,True,0.054000000000000006
uniform,0.0031622776601683794,50,25.0,34,44,0.735,16.0,True,0.04500000000000001
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,44,0.316,,False,0.026999999999999996
uniform,0.0031622776601683794,50,25.0,34,45,0.71,15.0,True,0.056
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,45,0.622,17.0,True,0.045999999999999985
uniform,0.0031622776601683794,50,25.0,34,46,0.612,14.0,True,0.055999999999999994
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,46,0.467,,False,0.034
uniform,0.0031622776601683794,50,25.0,34,47,0.82,11.0,True,0.061000000000000054
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,47,0.789,15.0,True,0.04799999999999999
uniform,0.0031622776601683794,50,25.0,34,48,0.25,,False,0.046
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,48,0.884,15.0,True,0.05500000000000001
uniform,0.0031622776601683794,50,25.0,34,49,0.624,11.0,True,0.065
uniform_min_1_over_k,0.0031622776601683794,50,25.0,34,49,0.608,17.0,True,0.05700000000000001
uniform,0.0031622776601683794,50,25.0,35,0,0.744,8.0,True,0.07300000000000001
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,0,0.693,11.0,True,0.05099999999999999
uniform,0.0031622776601683794,50,25.0,35,1,0.883,12.0,True,0.05199999999999999
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,1,0.378,,False,0.03799999999999999
uniform,0.0031622776601683794,50,25.0,35,2,0.746,10.0,True,0.064
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,2,0.593,18.0,True,0.047000000000000014
uniform,0.0031622776601683794,50,25.0,35,3,0.818,13.0,True,0.063
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,3,0.486,,False,0.04300000000000001
uniform,0.0031622776601683794,50,25.0,35,4,0.334,,False,0.039999999999999994
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,4,0.817,25.0,True,0.02699999999999997
uniform,0.0031622776601683794,50,25.0,35,5,0.716,46.0,True,0.03899999999999999
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,5,0.26,,False,0.047
uniform,0.0031622776601683794,50,25.0,35,6,0.784,15.0,True,0.047
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,6,0.715,20.0,True,0.034
uniform,0.0031622776601683794,50,25.0,35,7,0.662,11.0,True,0.05399999999999999
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,7,0.629,22.0,True,0.049000000000000016
uniform,0.0031622776601683794,50,25.0,35,8,0.313,,False,0.03
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,8,0.459,,False,0.02600000000000001
uniform,0.0031622776601683794,50,25.0,35,9,0.697,14.0,True,0.041999999999999996
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,9,0.45,,False,0.04999999999999999
uniform,0.0031622776601683794,50,25.0,35,10,0.762,9.0,True,0.07
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,10,0.567,12.0,True,0.057999999999999996
uniform,0.0031622776601683794,50,25.0,35,11,0.557,20.0,True,0.046000000000000006
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,11,0.737,23.0,True,0.034
uniform,0.0031622776601683794,50,25.0,35,12,0.402,,False,0.048
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,12,0.609,10.0,True,0.061
uniform,0.0031622776601683794,50,25.0,35,13,0.612,23.0,True,0.048999999999999995
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,13,0.635,12.0,True,0.05600000000000001
uniform,0.0031622776601683794,50,25.0,35,14,0.809,16.0,True,0.04899999999999993
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,14,0.3,,False,0.041999999999999996
uniform,0.0031622776601683794,50,25.0,35,15,0.902,10.0,True,0.05799999999999994
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,15,0.388,,False,0.06000000000000001
uniform,0.0031622776601683794,50,25.0,35,16,0.823,26.0,True,0.03900000000000001
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,16,0.591,14.0,True,0.04799999999999999
uniform,0.0031622776601683794,50,25.0,35,17,0.338,,False,0.033999999999999996
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,17,0.404,,False,0.044000000000000004
uniform,0.0031622776601683794,50,25.0,35,18,0.829,11.0,True,0.057999999999999996
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,18,0.864,12.0,True,0.05499999999999999
uniform,0.0031622776601683794,50,25.0,35,19,0.695,15.0,True,0.04900000000000001
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,19,0.551,17.0,True,0.04500000000000001
uniform,0.0031622776601683794,50,25.0,35,20,0.358,,False,0.04100000000000001
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,20,0.362,,False,0.026999999999999996
uniform,0.0031622776601683794,50,25.0,35,21,0.419,,False,0.061
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,21,0.487,,False,0.052000000000000005
uniform,0.0031622776601683794,50,25.0,35,22,0.864,13.0,True,0.049
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,22,0.57,13.0,True,0.049
uniform,0.0031622776601683794,50,25.0,35,23,0.523,12.0,True,0.068
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,23,0.851,19.0,True,0.047000000000000014
uniform,0.0031622776601683794,50,25.0,35,24,0.86,14.0,True,0.055999999999999994
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,24,0.359,,False,0.034999999999999996
uniform,0.0031622776601683794,50,25.0,35,25,0.316,,False,0.049
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,25,0.55,28.0,True,0.039999999999999994
uniform,0.0031622776601683794,50,25.0,35,26,0.532,24.0,True,0.053000000000000005
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,26,0.738,15.0,True,0.060999999999999985
uniform,0.0031622776601683794,50,25.0,35,27,0.546,25.0,True,0.048
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,27,0.863,11.0,True,0.063
uniform,0.0031622776601683794,50,25.0,35,28,0.951,11.0,True,0.07
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,28,0.77,12.0,True,0.04799999999999999
uniform,0.0031622776601683794,50,25.0,35,29,0.463,,False,0.043
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,29,0.578,42.0,True,0.03899999999999999
uniform,0.0031622776601683794,50,25.0,35,30,0.686,13.0,True,0.05099999999999999
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,30,0.49,,False,0.04400000000000001
uniform,0.0031622776601683794,50,25.0,35,31,0.465,,False,0.055999999999999994
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,31,0.819,9.0,True,0.057999999999999996
uniform,0.0031622776601683794,50,25.0,35,32,0.634,14.0,True,0.043
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,32,0.598,16.0,True,0.04999999999999999
uniform,0.0031622776601683794,50,25.0,35,33,0.536,14.0,True,0.067
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,33,0.63,13.0,True,0.059000000000000004
uniform,0.0031622776601683794,50,25.0,35,34,0.353,,False,0.031
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,34,0.451,,False,0.045
uniform,0.0031622776601683794,50,25.0,35,35,0.871,11.0,True,0.052000000000000046
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,35,0.461,,False,0.044
uniform,0.0031622776601683794,50,25.0,35,36,0.585,12.0,True,0.065
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,36,0.445,,False,0.048999999999999995
uniform,0.0031622776601683794,50,25.0,35,37,0.779,11.0,True,0.064
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,37,0.5,,False,0.049
uniform,0.0031622776601683794,50,25.0,35,38,0.547,18.0,True,0.044000000000000004
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,38,0.475,,False,0.043000000000000003
uniform,0.0031622776601683794,50,25.0,35,39,0.461,,False,0.05
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,39,0.726,11.0,True,0.059999999999999984
uniform,0.0031622776601683794,50,25.0,35,40,0.787,8.0,True,0.063
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,40,0.695,10.0,True,0.064
uniform,0.0031622776601683794,50,25.0,35,41,0.778,12.0,True,0.04999999999999999
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,41,0.703,16.0,True,0.046999999999999986
uniform,0.0031622776601683794,50,25.0,35,42,0.529,21.0,True,0.054000000000000006
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,42,0.94,13.0,True,0.05099999999999999
uniform,0.0031622776601683794,50,25.0,35,43,0.859,17.0,True,0.03900000000000001
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,43,0.561,21.0,True,0.031
uniform,0.0031622776601683794,50,25.0,35,44,0.589,14.0,True,0.05500000000000002
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,44,0.61,23.0,True,0.04799999999999999
uniform,0.0031622776601683794,50,25.0,35,45,0.502,27.0,True,0.035
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,45,0.637,14.0,True,0.046
uniform,0.0031622776601683794,50,25.0,35,46,0.475,,False,0.056
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,46,0.41,,False,0.053
uniform,0.0031622776601683794,50,25.0,35,47,0.443,,False,0.057999999999999996
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,47,0.888,15.0,True,0.044
uniform,0.0031622776601683794,50,25.0,35,48,0.808,13.0,True,0.048
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,48,0.547,20.0,True,0.03900000000000001
uniform,0.0031622776601683794,50,25.0,35,49,0.679,17.0,True,0.03999999999999998
uniform_min_1_over_k,0.0031622776601683794,50,25.0,35,49,0.619,14.0,True,0.06
uniform,0.0031622776601683794,50,25.0,36,0,0.74,13.0,True,0.059000000000000004
uniform_min_1_over_k,0.0031622776601683794,50,25.0,36,0,0.762,12.0,True,0.05500000000000002
uniform,0.0031622776601683794,50,25.0,36,1,0.424,,False,0.04300000000000001
uniform_min_1_over_k,0.0031622776601683794,50,25.0,36,1,0.296,,False,0.033
uniform,0.0031622776601683794,50,25.0,36,2,0.507,24.0,True,0.05099999999999999
uniform_min_1_over_k,0.0031622776601683794,50,25.0,36,2,0.524,32.0,True,0.049000000000000016
uniform,0.0031622776601683794,50,25.0,36,3,0.529,16.0,True,0.055
uniform_min_1_over_k,0.0031622776601683794,50,25.0,36,3,0.499,,False,0.046000000000000006
uniform,0.0031622776601683794,50,25.0,36,4,0.786,12.0,True,0.055
uniform_min_1_over_k,0.0031622776601683794,50,25.0,36,4,0.535,16.0,True,0.06699999999999998
uniform,0.0031622776601683794,50,25.0,36,5,0.138,,False,0.034
uniform_min_1_over_k,0.0031622776601683794,50,25.0,36,5,0.709,14.0,True,0.04600000000000001
uniform,0.0031622776601683794,50,25.0,36,6,0.677,18.0,True,0.034999999999999996
uniform_min_1_over_k,0.0031622776601683794,50,25.0,36,6,0.602,15.0,True,0.049000000000000016
uniform,0.0031622776601683794,50,25.0,36,7,0.723,12.0,True,0.055
uniform_min_1_over_k,0.0031622776601683794,50,25.0,36,7,0.446,,False,0.043000000000000003
uniform,0.0031622776601683794,50,25.0,36,8,0.6,11.0,True,0.07
uniform_min_1_over_k,0.0031622776601683794,50,25.0,36,8,0.727,15.0,True,0.055999999999999994
uniform,0.0031622776601683794,50,25.0,36,9,0.426,,False,0.064
uniform_min_1_over_k,0.0031622776601683794,50,25.0,36,9,0.814,15.0,True,0.05299999999999999
uniform,0.0031622776601683794,50,25.0,36,10,0.521,15.0,True,0.05100000000000002
uniform_min_1_over_k,0.0031622776601683794,50,25.0,36,10,0.324,,False,0.031999999999999994
uniform,0.0031622776601683794,50,25.0,36,11,0.473,,False,0.067
uniform_min_1_over_k,0.0031622776601683794,50,25.0,36,11,0.751,11.0,True,0.059
uniform,0.0031622776601683794,50,25.0,36,12,0.571,12.0,True,0.048
uniform_min_1_over_k,0.0031622776601683794,50,25.0,36,12,0.635,25.0,True,0.03900000000000001
uniform,0.0031622776601683794,50,25.0,36,13,0.748,11.0,True,0.05499999999999999
uniform_min_1_over_k,0.0031622776601683794,50,25.0,36,13,0.544,19.0,True,0.04000000000000001
uniform,0.0031622776601683794,50,25.0,36,14,0.489,,False,0.033999999999999996
uniform_min_1_over_k,0.0031622776601683794,50,25.0,36,14,0.561,42.0,True,0.034
uniform,0.0031622776601683794,50,25.0,36,15,0.774,19.0,True,0.052000000000000005
uniform_min_1_over_k,0.0031622776601683794,50,25.0,36,15,0.47,,False,0.04999999999999999
uniform,0.0031622776601683794,50,25.0,36,16,0.885,11.0,True,0.05299999999999999
uniform_min_1_over_k,0.0031622776601683794,50,25.0,36,16,0.465,,False,0.05199999999999999
