n,k_cap_mean,k_cap_sd,radius,simulation_rounds,population_density,replicate,network_density,network_is_connected,network_num_components,network_largest_component_size,network_avg_shortest_path,network_diameter,network_clustering_coef,network_modularity,network_assortativity
1000,50,25.0,0.1,100000,3.1622776601683795e-05,26,0.042182182182182185,True,1,1000,2.3034434434434434,4,0.16944063672949497,0.37073692703756705,0.048226899131214335
1000,50,25.0,0.1,100000,3.1622776601683795e-05,27,0.042154154154154154,True,1,1000,2.3003863863863865,4,0.16848901480898643,0.3831487417346621,0.06968091183440075
1000,50,25.0,0.1,100000,3.1622776601683795e-05,28,0.04153153153153153,True,1,1000,2.3165445445445445,4,0.17239483420479948,0.3801429947285965,0.07000424839385282
1000,50,25.0,0.1,100000,3.1622776601683795e-05,29,0.04272472472472472,True,1,1000,2.290294294294294,4,0.17254934720285092,0.34116730736562745,0.04743653050904542
1000,50,25.0,0.1,100000,3.1622776601683795e-05,30,0.04164764764764765,True,1,1000,2.3178598598598597,4,0.173709102089146,0.3955633520561973,0.07986646509868463
1000,50,25.0,0.1,100000,3.1622776601683795e-05,31,0.04147947947947948,True,1,1000,2.314114114114114,4,0.16892173218977663,0.36792633392687474,0.08265899780679953
1000,50,25.0,0.1,100000,3.1622776601683795e-05,32,0.04205405405405405,True,1,1000,2.3085225225225225,4,0.17013163888710545,0.3665454849028731,0.06763205752190304
1000,50,25.0,0.1,100000,3.1622776601683795e-05,33,0.04168168168168168,True,1,1000,2.3130830830830833,4,0.17110542538579063,0.3541739923925952,0.06027026885575555
1000,50,25.0,0.1,100000,3.1622776601683795e-05,34,0.04205005005005005,True,1,1000,2.3123683683683685,4,0.175614726923164,0.385877896461107,0.054074486708648416
1000,50,25.0,0.1,100000,3.1622776601683795e-05,35,0.0416976976976977,True,1,1000,2.312590590590591,4,0.16933528947908918,0.3993085575403751,0.0430709345751032
1000,50,25.0,0.1,100000,3.1622776601683795e-05,36,0.04118318318318318,True,1,1000,2.3166766766766766,4,0.16774989042856206,0.36998636783333005,0.05086005123482885
1000,50,25.0,0.1,100000,3.1622776601683795e-05,37,0.04255055055055055,True,1,1000,2.2888108108108107,4,0.16439405287588016,0.36413651923165963,0.0574218460257597
1000,50,25.0,0.1,100000,3.1622776601683795e-05,38,0.041801801801801805,True,1,1000,2.3083723723723724,4,0.1698171932459838,0.3828990738905771,0.0531600324620904
1000,50,25.0,0.1,100000,3.1622776601683795e-05,39,0.04161161161161161,True,1,1000,2.3142642642642643,4,0.17436457410078438,0.3929926266079474,0.05371616879354376
1000,50,25.0,0.1,100000,3.1622776601683795e-05,40,0.041533533533533534,True,1,1000,2.308132132132132,4,0.16835232519465848,0.3656802103388774,0.05293606419777434
1000,50,25.0,0.1,100000,3.1622776601683795e-05,41,0.040776776776776776,True,1,1000,2.3272712712712713,4,0.17527842631798385,0.3817683832428331,0.047290832680105546
1000,50,25.0,0.1,100000,3.1622776601683795e-05,42,0.04152752752752753,True,1,1000,2.3134734734734734,4,0.16946776054451426,0.3693294460314804,0.07022353453616458
1000,50,25.0,0.1,100000,3.1622776601683795e-05,43,0.042046046046046046,True,1,1000,2.31023023023023,4,0.1788660678219902,0.3989618086445048,0.046348399252605255
1000,50,25.0,0.1,100000,3.1622776601683795e-05,44,0.04224024024024024,True,1,1000,2.3034634634634634,4,0.17257749449587745,0.34686209818665653,0.06721341225787643
1000,50,25.0,0.1,100000,3.1622776601683795e-05,45,0.04198798798798799,True,1,1000,2.3083143143143143,4,0.17012461203663284,0.3856404640688339,0.07810595827229609
1000,50,25.0,0.1,100000,3.1622776601683795e-05,46,0.04217017017017017,True,1,1000,2.3012232232232233,4,0.17174672328419188,0.3718072859246967,0.05346698702394835
